Keywords,Category
0.0,0
0.0,0
0.0,2
0.0,5
0.0,5
0.0,3
0.0,3
0.0,3
0.0,3
0.0,3
0.0,0
0.0,5
0.0,2
0.0,4
0.0,0
0.0,1
0.0,1
0.0,4
0.0,0
0.0,2
0.0,3
0.0,2
0.0,2
0.0,3
0.0,3
0.0,0
0.0,0
0.0,4
0.0,2
0.0,3
0.0,5
0.0,3
0.0,4
0.0,5
0.0,5
0.0,5
0.0,2
0.0,1
0.0,3
0.0,1
0.0,2
0.0,3
0.0,1
0.0,3
0.0,4
0.0,4
0.0,3
0.0,1
0.0,3
0.0,5
0.0,5
0.07311342639530143,3
0.0,2
0.0,1
0.0,0
0.0,5
0.0,1
0.0,2
0.0,5
0.0,3
0.0,2
0.0,4
0.0,2
0.0,3
0.0,3
0.0,3
0.0,4
0.0,5
0.0,0
0.0,2
0.0,2
0.0,4
0.0,0
0.0,5
0.0,4
0.0,0
0.0,5
0.0,3
0.0,5
0.0,2
0.0,0
0.0,0
0.0,5
0.0,0
0.0,5
0.0,4
0.0,5
0.0,5
0.0,3
0.0,5
0.0,5
0.0,4
0.0,0
0.0,5
0.0,0
0.0,4
0.0,0
0.0,0
0.0,2
0.0,3
0.09605063396408442,5
0.0,0
0.0,5
0.0,5
0.0,1
0.0,0
0.0,2
0.0,4
0.0,4
0.0,1
0.0,0
0.0,1
0.0,4
0.0,3
0.0,1
0.0,2
0.0,5
0.0,4
0.0,2
0.0,0
0.0,1
0.0,0
0.0,2
0.0,5
0.0,5
0.0,0
0.0,3
0.0,0
0.0,3
0.0,1
0.0,3
0.0,0
0.0,2
0.0,4
0.0,5
0.0,5
0.0,0
0.0,5
0.0,2
0.0,1
0.0,0
0.0,1
0.0,5
0.0,4
0.0,5
0.0,1
0.0,2
0.0,1
0.0,1
0.0,4
0.0,4
0.0,4
0.0,4
0.0,2
0.0,5
0.0,5
0.0,2
0.0,5
0.0,3
0.0,4
0.0,5
0.0,4
0.0,5
0.0,1
0.08672405365792453,3
0.0,3
0.0,3
0.0,4
0.0,5
0.0,1
0.0,5
0.0,3
0.0,4
0.0,4
0.0,3
0.0,0
0.0,4
0.0,3
0.0,5
0.0,1
0.0,3
0.0,4
0.0,4
0.0,1
0.0,5
0.0,1
0.0,0
0.0,5
0.0,4
0.0,4
0.0,3
0.0,0
0.0,3
0.0,1
0.0,4
0.0,1
0.0,4
0.0,5
0.0,3
0.0,3
0.0,3
0.0,5
0.0,3
0.0,3
0.0,4
0.0,2
0.0,1
0.0,5
0.0,2
0.0,0
0.0,0
0.0,3
0.0,3
0.0,2
0.0,5
0.0,4
0.0,3
0.0,3
0.0,4
0.09514767928974524,5
0.0,2
0.0,0
0.0,0
0.0,3
0.0,2
0.0,5
0.0,0
0.0,0
0.0,5
0.0,0
0.0,3
0.0,0
0.0,4
0.0,3
0.0,2
0.0,1
0.0,1
0.0,3
0.0,5
0.0,2
0.0,1
0.0,3
0.0,1
0.0,4
0.0,0
0.0,3
0.0,3
0.0,4
0.0,1
0.0,0
0.0,2
0.0,5
0.0,0
0.0,1
0.0,1
0.0,5
0.0,5
0.0,1
0.0,3
0.0,4
0.0,3
0.0,0
0.0,3
0.0,5
0.0,5
0.0,0
0.0,2
0.0,1
0.0,3
0.0,3
0.0,1
0.0,4
0.0,4
0.0,2
0.0,3
0.0,2
0.0,2
0.0,1
0.0,1
0.0,0
0.0,0
0.0,1
0.0,0
0.0,2
0.0,1
0.0,3
0.0,0
0.0,2
0.0,0
0.0,0
0.0,2
0.0,2
0.0,0
0.0,4
0.0,0
0.0,2
0.0,1
0.0,0
0.0,5
0.0,1
0.0,1
0.0,2
0.0,1
0.0,1
0.0,4
0.0,1
0.0,1
0.0,2
0.0,1
0.0,2
0.0,2
0.0,1
0.0,3
0.0,2
0.0,1
0.0,0
0.0,3
0.0,4
0.0,2
0.0,2
0.0,4
0.0,3
0.0,3
0.08268683044866786,3
0.0,4
0.0,3
0.0,0
0.08481381193021305,5
0.0,3
0.0,2
0.0,1
0.0,1
0.0,4
0.0,5
0.06098340665938413,1
0.0,5
0.0,4
0.0,1
0.0,5
0.0,0
0.0,1
0.0,0
0.0,1
0.0,0
0.0,3
0.0,1
0.0,3
0.0,2
0.0,4
0.0,1
0.0,0
0.0,3
0.0,4
0.0,5
0.0,1
0.0,4
0.0,1
0.0,0
0.0,4
0.0,3
0.0,5
0.0,2
0.0,3
0.0,3
0.0,3
0.0,2
0.0,5
0.0,3
0.0,1
0.07550367524811906,3
0.0,1
0.0,4
0.0,5
0.0,2
0.0,2
0.0,5
0.0,4
0.0,1
0.0,2
0.0,0
0.0,3
0.0,3
0.0,5
0.0,4
0.0,3
0.0,3
0.0,1
0.0,2
0.0,5
0.0,5
0.0,3
0.0,5
0.0,5
0.0,3
0.0,0
0.0,5
0.0,4
0.0,4
0.0,2
0.0,0
0.0,2
0.0,5
0.0,5
0.0,4
0.0,3
0.0,5
0.0,2
0.0,1
0.0,4
0.0,1
0.0,3
0.0,1
0.0,5
0.06640263058990344,3
0.0,3
0.0,5
0.0,5
0.0,1
0.0,3
0.0,1
0.0,2
0.0,1
0.0,5
0.0,2
0.0,5
0.0,1
0.0,3
0.0,5
0.0,0
0.0,5
0.0,3
0.0,0
0.0656919558951397,3
0.0,0
0.0,2
0.0,5
0.0,5
0.0,5
0.0,5
0.0,3
0.0,3
0.0,1
0.0,1
0.0,1
0.0,0
0.0,5
0.0,1
0.0,0
0.0,1
0.0,5
0.0,1
0.0,2
0.0,1
0.0,5
0.0,4
0.0,0
0.0,2
0.0,0
0.0,1
0.0,1
0.0,1
0.0,3
0.0,4
0.0,5
0.0,5
0.0,0
0.0,3
0.0,5
0.0,5
0.0,5
0.0,3
0.0,0
0.0,4
0.0,2
0.0,0
0.0,0
0.0,1
0.0,2
0.0,4
0.0,2
0.0,0
0.0,1
0.0,4
0.0,2
0.0,5
0.0,3
0.0,3
0.0,0
0.0,3
0.0,5
0.0,5
0.0,1
0.0,0
0.0,0
0.0,1
0.0,0
0.0,0
0.0,3
0.0,5
0.0,3
0.0,1
0.0,1
0.0,5
0.0,5
0.0,4
0.09788024229790854,3
0.0,3
0.0,0
0.0,1
0.0,0
0.0,2
0.0,1
0.0,5
0.0,4
0.0,5
0.0,3
0.0,0
0.0,3
0.0,0
0.0,4
0.0,4
0.0,2
0.0,5
0.0,2
0.0,1
0.0,0
0.0,3
0.0,0
0.0,0
0.0,5
0.0,4
0.0,2
0.0,2
0.0,4
0.0,3
0.0,4
0.0,2
0.0,4
0.0,1
0.0,2
0.0,0
0.0,0
0.0,1
0.0,0
0.14921130471034158,3
0.0,5
0.0,1
0.0,2
0.0,5
0.0,5
0.0,3
0.0,4
0.0,2
0.0,4
0.0,0
0.0,2
0.0,3
0.0,3
0.0,4
0.07667812513753787,3
0.0,5
0.0,4
0.0,2
0.0,4
0.0,0
0.0,0
0.0,4
0.0,0
0.0,1
0.0,2
0.0,0
0.09342196545450604,5
0.0,0
0.0,5
0.0,0
0.0,2
0.0,5
0.0,2
0.0,1
0.0,3
0.0,1
0.0,2
0.0,5
0.0,2
0.0,2
0.0,1
0.0,3
0.0,1
0.0,1
0.0,2
0.0,1
0.0,0
0.0,3
0.0,5
0.0,0
0.0,0
0.0,0
0.0,1
0.0,4
0.0,0
0.0,4
0.0,2
0.0,2
0.0,5
0.0,3
0.0,1
0.0,5
0.0,5
0.0,0
0.0,5
0.0,0
0.0,3
0.0,0
0.0,4
0.0,4
0.0,3
0.0,5
0.0,1
0.0,5
0.0,0
0.0,4
0.0,3
0.0,0
0.0,5
0.0,0
0.0,0
0.0,3
0.0,2
0.0,4
0.0,4
0.0,5
0.0,5
0.0,2
0.0,4
0.0,5
0.0,0
0.0,0
0.0,0
0.0,0
0.0,1
0.0,5
0.0,4
0.0,5
0.0,5
0.0,2
0.0,0
0.0,3
0.0,1
0.0,1
0.0,0
0.0,0
0.0,3
0.0,0
0.0,0
0.0,5
0.0,5
0.0,0
0.0,4
0.0,5
0.0,3
0.0,1
0.05129229494989486,1
0.0,3
0.0,2
0.0,2
0.0,5
0.0,2
0.0,2
0.0,2
0.0,4
0.0,4
0.0,2
0.0,1
0.0,5
0.0,5
0.0,5
0.0,0
0.0,5
0.0,0
0.0,1
0.0,2
0.0,5
0.0,4
0.0,5
0.0,5
0.0,0
0.0,2
0.0,0
0.0,5
0.0,2
0.0,5
0.0,3
0.0,5
0.0,0
0.0,4
0.0,2
0.0,5
0.11711486399761506,1
0.0,3
0.0,1
0.0,2
0.0,3
0.0,3
0.0,1
0.0,2
0.0,5
0.0,5
0.0,4
0.0,1
0.0,0
0.04401570816425601,0
0.0,0
0.0,2
0.0,3
0.0,2
0.0,2
0.04016847778373716,3
0.0,4
0.0,3
0.0,2
0.0,1
0.0,1
0.0,0
0.0,2
0.0,1
0.0,4
0.08764514568709954,1
0.0,2
0.0,2
0.0,1
0.11664623065072847,5
0.0,5
0.0,3
0.0,2
0.0,2
0.0,2
0.0,5
0.0,0
0.0,4
0.0,5
0.0,0
0.0,1
0.0,0
0.0,5
0.0,2
0.0,0
0.0,0
0.0,0
0.0,1
0.0,0
0.0,1
0.0,4
0.0,5
0.0,2
0.0,5
0.0,1
0.0,2
0.0,1
0.25188293816529633,3
0.0,3
0.0,2
0.0,3
0.0,1
0.0,5
0.0,2
0.0,0
0.0,1
0.0,2
0.0,2
0.0,5
0.0,0
0.0,2
0.0,5
0.0,0
0.0,5
0.0,0
0.0,0
0.0,3
0.0,4
0.0,2
0.0,0
0.0,3
0.0,4
0.0,1
0.0,2
0.0,2
0.0,1
0.0,1
0.0,2
0.0,4
0.0,2
0.0,5
0.0,2
0.0,0
0.0,2
0.0,3
0.0,4
0.0,0
0.0,1
0.0,5
0.0,4
0.0,0
0.0,1
0.0,4
0.0,0
0.0,3
0.0,1
0.0,0
0.0,4
0.0,5
0.0,1
0.0,0
0.0,4
0.06895539881775067,3
0.0,0
0.0,0
0.0,4
0.0,2
0.0,1
0.0,1
0.0,0
0.0,4
0.0,2
0.0,1
0.0,4
0.0,5
0.0,5
0.0,5
0.0,2
0.0,4
0.0,2
0.0,0
0.0,3
0.0,3
0.0,4
0.0,3
0.0,2
0.0,2
0.0,4
0.0,3
0.0,0
0.0,2
0.0,4
0.0,2
0.0,2
0.0,4
0.0,4
0.0,4
0.0,5
0.0,0
0.0,5
0.0,0
0.0,0
0.0,0
0.0,2
0.0,0
0.0,5
0.0,3
0.0,3
0.0,3
0.0,4
0.0,0
0.0,3
0.0,0
0.0,1
0.0,3
0.0,3
0.0,1
0.0,4
0.0,4
0.0,5
0.0,0
0.0,3
0.0,2
0.0,1
0.0,3
0.0,0
0.08794386507607842,5
0.0,3
0.0,0
0.0,1
0.0,0
0.0,2
0.0,5
0.0,3
0.0,0
0.0,2
0.0,5
0.0,1
0.0,3
0.0,3
0.0,5
0.0,3
0.2945549053502403,3
0.0,2
0.0,1
0.0,0
0.0,5
0.0,1
0.0,0
0.0,4
0.0,5
0.0,0
0.0,3
0.0,3
0.0,5
0.0,4
0.0,1
0.0,4
0.0,1
0.0,5
0.0,1
0.0,2
0.0,3
0.0,1
0.0,3
0.0,0
0.0,2
0.0,0
0.0,4
0.0,2
0.0,5
0.0,3
0.0,1
0.0,3
0.0,2
0.0,4
0.0,1
0.0,1
0.0,5
0.0,1
0.0,1
0.0,2
0.0,0
0.0,2
0.0,4
0.0,4
0.0,4
0.0,3
0.0,2
0.0,1
0.0,5
0.0,0
0.0,3
0.0,3
0.0,2
0.0,4
0.0,3
0.0,5
0.0,3
0.0,4
0.0,2
0.0,1
0.0,3
0.0,4
0.0,5
0.0,4
0.0,0
0.0,4
0.0,4
0.0,0
0.0,5
0.0,5
0.0,2
0.0,1
0.0,5
0.0,3
0.0,2
0.0,4
0.0,4
0.0,2
0.0,0
0.0,5
0.0,1
0.0,3
0.0,5
0.0,1
0.0,2
0.0,5
0.0,4
0.0,2
0.08551607023140528,5
0.0,1
0.0,1
0.0,2
0.0,0
0.0,5
0.0,0
0.0,3
0.0,5
0.0,2
0.0,4
0.0,1
0.0,2
0.0,5
0.0,4
0.0,5
0.0,1
0.0,3
0.0,1
0.0,5
0.0,1
0.0,0
0.0,4
0.0,2
0.0,2
0.0,1
0.0,0
0.0,2
0.0,1
0.0,2
0.0,2
0.0,3
0.0,0
0.0,1
0.0,0
0.0,5
0.0,4
0.0,3
0.0,5
0.0,2
0.0,1
0.0,0
0.0,0
0.0,1
0.0,5
0.0,3
0.0,2
0.0,0
0.0,4
0.0,3
0.0,1
0.0,5
0.0,3
0.0,1
0.0,1
0.0,5
0.0,5
0.0,5
0.0,4
0.0,5
0.0,2
0.0,5
0.0,5
0.0,4
0.0,2
0.0,1
0.0,2
0.0,1
0.0,1
0.0,1
0.0,4
0.0,4
0.0,2
0.0,5
0.0,0
0.0,0
0.0,0
0.0,5
0.0,1
0.0,1
0.0,3
0.0,5
0.0,2
0.0,5
0.0,0
0.0,5
0.0,4
0.0,4
0.0,2
0.0691360122523707,5
0.0,4
0.0,5
0.0,5
0.0,1
0.0,2
0.0,4
0.0,5
0.0,2
0.0,5
0.0,3
0.0,5
0.0,2
0.0,0
0.0,0
0.0,0
0.0,4
0.0,4
0.0,0
0.0,5
0.07179744596968334,3
0.0,2
0.0,0
0.0,4
0.0,1
0.0,5
0.0,4
0.0,1
0.0,5
0.0,3
0.10280458653630085,5
0.0,1
0.0,3
0.0,4
0.0,2
0.0,1
0.11961197811362768,4
0.0,4
0.0,1
0.0,5
0.0,0
0.0,0
0.0,5
0.0,0
0.0,4
0.11944799201365294,1
0.0,0
0.0,0
0.0,4
0.0,1
0.0,2
0.0,2
0.0,0
0.0,5
0.0,2
0.0,4
0.0,3
0.0,0
0.0,1
0.0,5
0.07533743043487515,0
0.0,4
0.0,1
0.0,5
0.0,0
0.0,0
0.0,5
0.0,5
0.06261026686475454,3
0.0,5
0.0,3
0.0,1
0.0,0
0.0,2
0.0,1
0.0,3
0.0,1
0.0,1
0.0,4
0.0,2
0.0,3
0.0,5
0.0,2
0.11193167546494245,3
0.0,1
0.0,0
0.0,2
0.0,4
0.0,5
0.0,4
0.07563177399266416,4
0.0,5
0.0,3
0.0,0
0.0,4
0.0,3
0.0,0
0.0,1
0.0,2
0.0,1
0.0,3
0.0,0
0.0,2
0.0,0
0.0,1
0.0,3
0.05215224725759864,0
0.0,2
0.0,2
0.0,4
0.0,0
0.0,5
0.0,1
0.0,0
0.0,0
0.0,4
0.0,5
0.0,1
0.0,5
0.0,3
0.0,1
0.0,1
0.0,2
0.0,3
0.0,0
0.0,1
0.0,2
0.0,1
0.0,5
0.0,1
0.0,4
0.0,1
0.0,1
0.0,4
0.0,2
0.0,4
0.0,0
0.0,1
0.0,5
0.0,5
0.0,2
0.0,1
0.0,3
0.0,4
0.0,4
0.0,3
0.0,0
0.0,3
0.0,2
0.0,2
0.0,2
0.0,4
0.0,4
0.0,5
0.0,5
0.0,5
0.0,3
0.0,0
0.0,3
0.0,5
0.0,4
0.07228820353269247,1
0.0,4
0.0,3
0.0,5
0.0,2
0.0,1
0.0,4
0.0,2
0.0,1
0.0,2
0.0,1
0.0,1
0.0,4
0.0,1
0.0,4
0.0,5
0.0,2
0.0,3
0.0,1
0.0,3
0.0,0
0.0,4
0.0,5
0.0,3
0.0,2
0.0,5
0.0,3
0.0,2
0.0,3
0.0,3
0.0,2
0.0,4
0.0,0
0.0,5
0.0,4
0.0,5
0.0,1
0.0,1
0.0,2
0.0,4
0.0,4
0.0,1
0.0,0
0.0,4
0.0,3
0.0,2
0.0,4
0.0,3
0.0,5
0.0,4
0.0,4
0.0,4
0.0,2
0.0,0
0.0,0
0.0,4
0.0,5
0.0,0
0.0,2
0.0,1
0.0,3
0.0,3
0.0,1
0.0,2
0.0,4
0.0,4
0.0,5
0.0,2
0.0,2
0.0,3
0.0,4
0.0,3
0.0,4
0.0,3
0.0,2
0.0,0
0.0,2
0.1007729615720487,1
0.0,5
0.0,1
0.0,3
0.0,5
0.0,0
0.0,0
0.0,0
0.0,3
0.0,1
0.0,0
0.0,2
0.0,4
0.0,2
0.0,1
0.0,4
0.0,0
0.0,2
0.0,4
0.0,4
0.0,1
0.0,4
0.0,1
0.0,4
0.07430187732525273,3
0.0,2
0.0,0
0.0,2
0.0,4
0.0,5
0.0,3
0.0,1
0.0,1
0.0,5
0.0,0
0.0,3
0.0,2
0.0,2
0.0,3
0.0,1
0.0,4
0.0,5
0.0805158202832929,3
0.0,3
0.2637581850203052,3
0.0,2
0.0,5
0.0,5
0.0,0
0.0,5
0.0,4
0.0,1
0.0,0
0.0,3
0.0,1
0.0,2
0.0,0
0.0,3
0.0,1
0.0,2
0.0,5
0.0,1
0.0,5
0.0,5
0.0,1
0.0,4
0.0,5
0.0,1
0.0,2
0.0,5
0.0,3
0.12590180043672497,5
0.0,4
0.0,5
0.0,5
0.0,1
0.0,3
0.0,1
0.0,1
0.0,3
0.0,1
0.0,3
0.0,1
0.0,3
0.0,5
0.0,2
0.0,1
0.0,4
0.0,3
0.0,2
0.0,2
0.0,0
0.0,2
0.0,2
0.0,1
0.0,0
0.0,0
0.0,2
0.0,5
0.0,0
0.0,0
0.0,3
0.0,0
0.0,1
0.0,2
0.0,3
0.0,3
0.0,0
0.0,2
0.0,5
0.0,5
0.0,0
0.0,1
0.0,1
0.0,1
0.0,5
0.0,0
0.0,0
0.0,4
0.0,0
0.0,3
0.0,4
0.0,1
0.0,3
0.0,4
0.0,3
0.0,0
0.0,3
0.0,5
0.0,4
0.0,4
0.0,0
0.0,3
0.0,0
0.0,0
0.05373420684294719,0
0.0,5
0.0,4
0.0,1
0.0,0
0.0,5
0.0,2
0.0,0
0.0,3
0.0,5
0.0,4
0.0,2
0.0,4
0.0,2
0.0,3
0.0,5
0.0,2
0.0,0
0.0,0
0.0,4
0.0,1
0.0,4
0.0,2
0.0,2
0.0,2
0.0,5
0.0,0
0.0,0
0.0,2
0.0,3
0.0,0
0.0,1
0.0,1
0.0,2
0.0,4
0.0,0
0.0,2
0.0,0
0.16136189603352716,1
0.0,5
0.0,1
0.0,2
0.0,3
0.0,0
0.0,1
0.0,0
0.0,3
0.0,2
0.0,0
0.0,0
0.0,2
0.0,3
0.0,3
0.0,4
0.0,5
0.0,5
0.0,0
0.08321631351534582,1
0.0,4
0.0,1
0.0,2
0.0,4
0.05910996411789666,3
0.0,3
0.0,4
0.0,3
0.0,1
0.0,5
0.0,0
0.0,5
0.0,2
0.0,2
0.0,0
0.0,0
0.0,0
0.0,3
0.0,0
0.0,5
0.0,2
0.09151924694874085,5
0.0,3
0.0,0
0.0,4
0.0,2
0.0,1
0.0,5
0.0,1
0.06037015116676643,3
0.0,3
0.0,4
0.0,2
0.0,1
0.0,1
0.0,0
0.0,0
0.0,4
0.0,0
0.0,0
0.0,3
0.0,2
0.0,3
0.0,0
0.0,2
0.0,2
0.0,2
0.0,5
0.0,4
0.0,0
0.0,4
0.0,1
0.0,5
0.0,0
0.0,2
0.0,4
0.0,0
0.0,4
0.0,5
0.0,0
0.0,5
0.0,2
0.0,3
0.15079391486174737,4
0.0,0
0.0,2
0.0,0
0.0,0
0.0,2
0.0,1
0.0,5
0.0,4
0.0,4
0.0,5
0.0,3
0.0,3
0.0,0
0.0,5
0.0,1
0.0,4
0.0,3
0.0,1
0.0,3
0.0,3
0.0,5
0.0,3
0.0,2
0.0,5
0.0,5
0.0,1
0.0,0
0.0,2
0.0,2
0.0,4
0.0,3
0.0,3
0.0,2
0.0,4
0.0,5
0.0,1
0.0,0
0.0,5
0.0,5
0.0,3
0.0,3
0.0,4
0.0,1
0.0,4
0.0,3
0.0,1
0.0,3
0.0,5
0.0,5
0.0,5
0.0,0
0.0,5
0.0,1
0.0,4
0.0,4
0.0,4
0.0,2
0.0,5
0.0,0
0.0,5
0.0,5
0.0,5
0.0,0
0.0,0
0.0,4
0.0,5
0.0,5
0.0,5
0.0,3
0.0,1
0.0,3
0.0,0
0.0,0
0.0,4
0.0,3
0.0,0
0.0,1
0.0,5
0.0,3
0.0,4
0.0,2
0.0,4
0.0,1
0.0,3
0.0,5
0.0,4
0.0,1
0.0,1
0.0,4
0.0,1
0.0,0
0.0,4
0.0,5
0.0,0
0.0,4
0.16112504336545042,1
0.0,4
0.0,3
0.0,5
0.0,1
0.0,2
0.0,2
0.0,4
0.10143638622036119,1
0.0,0
0.0,2
0.0,1
0.0,3
0.0,2
0.0,1
0.0,2
0.0,3
0.0,4
0.0,4
0.0,1
0.0,0
0.0,4
0.0,4
0.0,4
0.0,2
0.0,1
0.0,2
0.0,1
0.0,2
0.0,5
0.0,5
0.0,0
0.0,1
0.0,4
0.0,5
0.0,3
0.0,1
0.0,2
0.0,4
0.0,3
0.0,3
0.06360542884055444,0
0.0,1
0.0,1
0.0,4
0.0,0
0.0,3
0.0,4
0.0,5
0.0,0
0.0,5
0.0,3
0.0,3
0.0,3
0.0,3
0.0,5
0.0,0
0.0,1
0.0,2
0.09039457467807484,1
0.0,4
0.0,0
0.0,5
0.0,1
0.0,3
0.0,4
0.0,0
0.0,4
0.0,3
0.0,3
0.0,3
0.0,4
0.0,1
0.0,1
0.0,4
0.0,4
0.0,4
0.0,4
0.0,4
0.0,2
0.0,3
0.0,4
0.0,1
0.0,1
0.0,0
0.0,1
0.0,2
0.0,2
0.0,5
0.0,4
0.0,4
0.0,3
0.0,1
0.0,3
0.0,1
0.0,3
0.0,2
0.0,0
0.0,2
0.0,3
0.0,2
0.0,2
0.09601889489006443,5
0.0,0
0.0,5
0.0,1
0.0,5
0.0,0
0.0,0
0.0,0
0.0,2
0.0,5
0.0,2
0.0,5
0.0,4
0.0,4
0.0,4
0.0,3
0.0,1
0.0,5
0.0,1
0.0,3
0.0,3
0.0,2
0.0,5
0.0,5
0.0,5
0.0,4
0.0,4
0.0,2
0.0,5
0.0,2
0.0,4
0.0,2
0.0,2
0.0,5
0.0,1
0.0,0
0.0,4
0.0,2
0.0,5
0.0,2
0.0,2
0.0,1
0.0,3
0.0,4
0.0,0
0.0,3
0.0,3
0.0,4
0.0,3
0.0,1
0.0,2
0.0,5
0.0,5
0.0,0
0.0,0
0.0,3
0.0,3
0.0,5
0.0,2
0.0,4
0.0,3
0.0,1
0.0,4
0.0,2
0.0,3
0.0,5
0.0,4
0.0,2
0.0,1
0.0,4
0.0,5
0.0,4
0.0,4
0.0,3
0.0,1
0.0,2
0.0,4
0.0,5
0.0,1
0.0,5
0.0,5
0.0,3
0.0,4
0.0,1
0.0,0
0.0,5
0.0,1
0.0,3
0.0,1
0.0,4
0.0,5
0.0,3
0.07058956873733886,3
0.0,3
0.0,4
0.0,1
0.0,0
0.0,4
0.0,0
0.0,2
0.0,4
0.0,5
0.0,3
0.0,1
0.0,1
0.0,2
0.0,4
0.1074624327806671,3
0.0,5
0.0,4
0.0,4
0.0,5
0.0,0
0.0,5
0.0,3
0.0,1
0.0,1
0.0,1
0.0,2
0.05973752511722348,4
0.0,2
0.0,4
0.0,2
0.0,5
0.0,3
0.0,1
0.0,5
0.0,5
0.0,5
0.0,0
0.0,0
0.0,3
0.0,3
0.0,0
0.0,5
0.0,0
0.0,0
0.06455576434761784,1
0.0,3
0.0,2
0.0,2
0.0,5
0.0,5
0.0,4
0.0,2
0.0,4
0.0,3
0.0,4
0.0,2
0.0,3
0.0,5
0.0,5
0.0,2
0.0,4
0.07944786279955343,3
0.06600363411227984,4
0.0,2
0.0,5
0.0,4
0.0,1
0.0,2
0.0,5
0.0,1
0.0,4
0.0,2
0.0,2
0.0,1
0.11035500621186377,5
0.0,0
0.0,4
0.0,4
0.0,2
0.0,4
0.0,1
0.0,4
0.0,2
0.0,0
0.0,1
0.0,2
0.0,4
0.0,5
0.0,1
0.0,1
0.0,0
0.0,2
0.0,2
0.0,1
0.14760000657957079,3
0.0,3
0.0,1
0.0,2
0.0,3
0.0,1
0.0,1
0.0,3
0.0,2
0.0,2
0.0,5
0.0,5
0.0,4
0.0,2
0.0,0
0.0,1
0.0,0
0.0,2
0.0,0
0.0,0
0.0,3
0.0,0
0.0,1
0.0,5
0.0,2
0.0,4
0.0,1
0.0,5
0.0,4
0.0,0
0.0,4
0.0,2
0.0,0
0.0,3
0.0,1
0.0,4
0.0,0
0.0,1
0.0,4
0.0,1
0.0,3
0.0,4
0.0,1
0.0,3
0.0,2
0.0,0
0.0,4
0.0,2
0.0,2
0.0,0
0.0,1
0.0,3
0.0,4
0.0,0
0.0,2
0.0,1
0.0,4
0.0,2
0.0,4
0.0,3
0.0,4
0.0,5
0.0,1
0.0,0
0.0,5
0.0,2
0.0,2
0.0,1
0.0,3
0.0,0
0.0,3
0.0,5
0.0,2
0.0,0
0.0,2
0.0,5
0.0,5
0.0,2
0.0,2
0.0,1
0.0,5
0.0,3
0.0,5
0.0,5
0.0,1
0.0,1
0.0,4
0.0,1
0.0,5
0.0,2
0.0,4
0.0,3
0.0,5
0.070098417307833,5
0.0,5
0.0,0
0.0,1
0.0,0
0.0,4
0.0,3
0.0,1
0.0,1
0.0,1
0.0,0
0.0,5
0.0,4
0.0,2
0.0,2
0.0,1
0.0,2
0.0,4
0.0,2
0.0,1
0.0,2
0.0,4
0.07704258100912688,1
0.0,5
0.0,0
0.0,0
0.0,2
0.0,2
0.0,3
0.0,1
0.06179416178918913,3
0.0,2
0.0,3
0.0,1
0.0,2
0.0,0
0.0,2
0.0,5
0.0,2
0.0,2
0.0,3
0.0,4
0.0,5
0.0,1
0.0,0
0.0,1
0.0,0
0.0,3
0.0,0
0.0,2
0.0,5
0.0,3
0.0,3
0.0,3
0.0,5
0.0,3
0.0,1
0.0,2
0.0,3
0.0,4
0.0,3
0.0,2
0.0,5
0.0,3
0.20056521104644348,3
0.0,0
0.0,5
0.0,5
0.0,2
0.0,2
0.0,1
0.0,5
0.0,5
0.0,3
0.0,5
0.0,1
0.0,1
0.0,1
0.0,5
0.0,2
0.0,4
0.0,2
0.0,5
0.0,0
0.0,2
0.0,3
0.0,0
0.0,0
0.0,4
0.0,0
0.0,4
0.0,1
0.0,3
0.0,0
0.0,0
0.0,4
0.0,1
0.0,3
0.0,4
0.0,0
0.0,5
0.0,3
0.0,4
0.0,2
0.0,1
0.0,2
0.0,5
0.0,2
0.0,4
0.0,5
0.0,0
0.0,5
0.0,5
0.0,1
0.0,4
0.0,3
0.0,1
0.0,0
0.0,4
0.0,5
0.0,2
0.0,5
0.0,2
0.0,0
0.0,2
0.0,5
0.0,4
0.0,1
0.0,1
0.0,2
0.0,4
0.0,4
0.0,1
0.0,3
0.0,4
0.0,3
0.0,5
0.0,4
0.0,2
0.0,1
0.0,4
0.0,5
0.0,1
0.0,5
0.0,4
0.0,2
0.0,5
0.0,1
0.0,3
0.0,4
0.0,0
0.0,0
0.05801664132487437,3
0.0,2
0.0,1
0.0,2
0.0,3
0.0,4
0.0,4
0.0,5
0.0,0
0.0,0
0.0,4
0.0,4
0.0,0
0.0,5
0.0,5
0.0,4
0.0,5
0.16179945590911254,1
0.0,1
0.0,3
0.0,4
0.0,4
0.0,4
0.0,0
0.0,1
0.0,5
0.0896030121043475,3
0.0,3
0.0,0
0.0,4
0.0,1
0.0,3
0.0,2
0.0,1
0.0,3
0.0,3
0.0,4
0.0,5
0.0,3
0.0,2
0.0,5
0.0,3
0.0,2
0.0,0
0.0,0
0.0,0
0.0,4
0.0,5
0.0,0
0.0,0
0.0,1
0.0,2
0.0,3
0.0,3
0.0,2
0.0,1
0.0,5
0.0,0
0.0,3
0.0,1
0.0,1
0.0,3
0.0,2
0.0,2
0.0,5
0.0,0
0.0,2
0.0,4
0.0,5
0.0,0
0.0,3
0.0,1
0.0,4
0.0,5
0.0,5
0.0,2
0.0,4
0.0,3
0.0,3
0.0,5
0.0,3
