Keywords,Category
0.0,4
0.0,5
0.0,4
0.0,1
0.0,3
0.0,5
0.0,0
0.10036705130084536,1
0.0,2
0.0,4
0.0,0
0.0,0
0.0,4
0.0,3
0.0,4
0.0,3
0.0,5
0.0,5
0.0,5
0.0,4
0.0,0
0.0,0
0.0,2
0.0,0
0.0,5
0.0,3
0.0,5
0.0,5
0.0,0
0.0,0
0.0,4
0.0,4
0.0,3
0.0,1
0.0,3
0.0,0
0.0,4
0.0,2
0.0,0
0.0,4
0.0,1
0.0,1
0.0,4
0.0,0
0.0,5
0.0,3
0.0,2
0.0,2
0.0,4
0.0,4
0.0,1
0.0,2
0.0,1
0.0,2
0.0,1
0.0,2
0.0,1
0.0,3
0.0,2
0.0,1
0.0,4
0.0,4
0.0,2
0.0,2
0.0,1
0.0,3
0.0,0
0.0,1
0.0,3
0.0,5
0.0,5
0.0,5
0.0,5
0.0,3
0.0,5
0.0,0
0.0,0
0.0,5
0.0,1
0.0,0
0.0,3
0.0,3
0.0,0
0.0,2
0.0,1
0.0,0
0.0,1
0.0,1
0.0,0
0.0,1
0.0,3
0.0,5
0.0,2
0.0,1
0.0,0
0.0,0
0.0,5
0.0,4
0.0,4
0.0,4
0.0,0
0.0,4
0.0,4
0.0,5
0.0,1
0.0,4
0.0,2
0.0,3
0.0,1
0.0,5
0.0,4
0.0,1
0.07680052497713587,5
0.0,4
0.0,3
0.07837428762072446,1
0.0,0
0.0,2
0.0,0
0.0,0
0.0,0
0.0,1
0.0,0
0.0,4
0.0,1
0.0,4
0.0,1
0.0,3
0.0,1
0.0,3
0.0,0
0.0,0
0.0,4
0.0,2
0.0,4
0.0,5
0.0,0
0.0,3
0.0,4
0.0,4
0.0,4
0.0,2
0.0,1
0.0,5
0.0,1
0.0,2
0.0,2
0.0,5
0.0,1
0.061839066025691315,5
0.0,1
0.0,3
0.0,3
0.0,5
0.0,4
0.0,0
0.0,5
0.0,3
0.0,4
0.0,2
0.0,2
0.0,0
0.0,3
0.0,5
0.0,1
0.0,3
0.0,3
0.0,0
0.0,0
0.0,0
0.0,0
0.0,4
0.0,1
0.0,1
0.0,3
0.0,4
0.0,3
0.0,2
0.0,1
0.0,1
0.0,4
0.0,5
0.0,5
0.0,4
0.0,2
0.0,5
0.0,2
0.0,3
0.0,1
0.0,3
0.0,2
0.0,2
0.0,4
0.0,3
0.0,5
0.0,3
0.0,2
0.0,4
0.0,5
0.0,5
0.0,5
0.0,4
0.0,0
0.0,2
0.0,3
0.0,1
0.0,4
0.0,3
0.0,0
0.0,5
0.0,3
0.0,2
0.0,1
0.0814551327368636,3
0.0,0
0.0,2
0.0,1
0.0,3
0.0,1
0.0,4
0.0,3
0.0,2
0.0,1
0.0,1
0.0,4
0.0,4
0.0,5
0.0,2
0.0,4
0.0,1
0.0,4
0.0,1
0.0,4
0.0,3
0.0,4
0.0,1
0.0,1
0.0,5
0.0,2
0.0,5
0.0,5
0.0,0
0.0,0
0.0,4
0.0,1
0.0,0
0.0,1
0.0,0
0.0,2
0.0,1
0.0,5
0.0,5
0.0,3
0.0,1
0.0,3
0.0,5
0.0,4
0.05699103828230677,5
0.1484838727858005,5
0.0,0
0.0,2
0.0,2
0.0,3
0.0,5
0.0,5
0.0,1
0.0,5
0.0,4
0.0,3
0.0,4
0.0,4
0.0,4
0.0,3
0.0,0
0.0,2
0.0,4
0.0,0
0.0,1
0.0,3
0.0,1
0.0,4
0.0,2
0.0,5
0.0,4
0.0,3
0.0,4
0.0,0
0.0,1
0.0,4
0.0,5
0.0,2
0.0,0
0.0,2
0.0,0
0.0,4
0.0,3
0.0,1
0.0,4
0.0,4
0.0,2
0.0,2
0.0,5
0.0,0
0.0,1
0.0,3
0.0,4
0.0,1
0.0,1
0.0,1
0.0,1
0.0,5
0.0,4
0.0,1
0.0,5
0.0,4
0.0,2
0.11051290863654459,5
0.0,1
0.0,2
0.0,0
0.0,3
0.0,4
0.0,5
0.1276737038044173,1
0.0,2
0.0,1
0.0,0
0.0,2
0.0,5
0.0,3
0.0,3
0.0,1
0.0,4
0.0,5
0.0,4
0.0,1
0.0,1
0.0,0
0.0,1
0.0,2
0.0,2
0.0,5
0.0,5
0.0,4
0.0,4
0.0,0
0.0,3
0.0,2
0.0,4
0.0,1
0.0,5
0.0,3
0.0,1
0.0,2
0.0,0
0.0,2
0.0,2
0.0,3
0.0,5
0.0,4
0.0,1
0.0,0
0.0,5
0.0,4
0.0,3
0.0,3
0.0,0
0.0,3
0.0,1
0.0,5
0.0,4
0.0,5
0.0,2
0.0,5
0.0,0
0.0,5
0.0,4
0.0,1
0.0,1
0.0,1
0.0,0
0.0,2
0.0,0
0.0,4
0.0,0
0.0,0
0.0,1
0.0,3
0.0,2
0.0,2
0.0,5
0.0,0
0.0,3
0.0,5
0.0,4
0.0,3
0.0,2
0.0,4
0.0,2
0.0,2
0.0,0
0.0,1
0.0,5
0.0,3
0.0,1
0.0,5
0.0,5
0.0,4
0.0,5
0.0,3
0.0,2
0.0,4
0.0,2
0.0,0
0.0,4
0.0,4
0.0,3
0.0,4
0.0,4
0.0,0
0.0,0
0.0,3
0.0,2
0.0,4
0.0,5
0.0,4
0.0,2
0.0,3
0.0,1
0.0,5
0.0,5
0.0,5
0.0,3
0.0,0
0.0,4
0.0,1
0.0,2
0.0,5
0.0,2
0.0,3
0.0,1
0.0,2
0.0,3
0.07339018088217819,3
0.0,0
0.0,4
0.0,3
0.0,0
0.0,1
0.0,1
0.0,0
0.0,3
0.0,0
0.0,5
0.0,0
0.0,2
0.0,0
0.0,5
0.0,2
0.0,4
0.0,2
0.0,2
0.0,1
0.0,2
0.0,4
0.0,1
0.0,4
0.0,5
0.0,1
0.0,4
0.0,1
0.0,4
0.0,5
0.0,4
0.0,2
0.0,5
0.0,4
0.0,2
0.0,5
0.0,0
0.0,0
0.0,0
0.0,0
0.0,2
0.0,3
0.0,3
0.0,4
0.0,2
0.0,4
0.0,0
0.0,2
0.0,5
0.0,0
0.0,4
0.0,0
0.0,1
0.0,2
0.0,5
0.0,0
0.0,1
0.0,2
0.0,3
0.0,5
0.0,3
0.0,4
0.0,1
0.0,5
0.0,4
0.0,2
0.0,5
0.0,2
0.0,2
0.0,0
0.0,4
0.0,1
0.0,5
0.0,0
0.0,4
0.0,2
0.0,2
0.0,4
0.0,0
0.0,3
0.0,3
0.0,3
0.0,2
0.0,4
0.0,5
0.0,5
0.0,4
0.0,0
0.0,3
0.0,0
0.0,5
0.0,3
0.0,4
0.0,2
0.0,2
0.0,1
0.0,3
0.0,3
0.0,4
0.0,4
0.0,5
0.0,5
0.0,5
0.0,4
0.0,2
0.0,4
0.0,2
0.0,4
0.0,5
0.0,0
0.0,0
0.0,5
0.0,2
0.0,5
0.0,0
0.0,5
0.0,2
0.0,1
0.0,1
0.0,2
0.0,1
0.0,0
0.0,3
0.07850249996316813,3
0.0,3
0.0,0
0.0,0
0.0,2
0.0,2
0.0,0
0.0,4
0.0,4
0.0,1
0.0,5
0.0,5
0.0,4
0.0,3
0.0,2
0.0,5
0.0,1
0.0,3
0.0,2
0.0,5
0.0,2
0.0,3
0.0,1
0.0,4
0.09602095173832943,3
0.0,4
0.0,4
0.0,5
0.0,3
0.0,2
0.0,2
0.0,5
0.0,4
0.0,4
0.0,2
0.0,0
0.0,2
0.0,5
0.0,4
0.0,4
0.0,4
0.0,1
0.0,2
0.0,0
0.0,4
0.0,2
0.0,5
0.0,2
0.0,4
0.0,0
0.0,0
0.0,0
0.0,5
0.0,3
0.0,2
0.0,4
0.0,0
0.0,5
0.0,0
0.0,4
0.0,5
0.0,2
0.0,3
0.0,1
0.0,4
0.0,4
0.0,2
0.0,0
0.0,0
0.0,5
0.0,5
0.0,4
0.0,1
0.0,0
0.0,1
0.0,2
0.0,1
0.0,0
0.0,1
0.0,3
0.0,1
0.0,5
0.0,3
0.0,3
0.0,5
0.0,2
0.0,3
0.0,5
0.0,4
0.0,5
0.0,1
0.0,2
0.0,4
0.0,5
0.0,0
0.0,3
0.0,2
0.0,4
0.09486730728600229,1
0.0,4
0.0,1
0.0,4
0.0,0
0.0,1
0.0,5
0.0,0
0.0,4
0.0,3
0.0,2
0.0,0
0.0,0
0.0,0
0.0,5
0.0,3
0.0,4
0.0,5
0.0,3
0.0,1
0.0,3
0.0,1
0.0,1
0.0,3
0.0,4
0.0,0
0.0,1
0.0,3
0.0,2
0.0,0
0.0,4
0.0,4
0.0,4
0.0,1
0.0,4
0.0,5
0.0,0
0.0,0
0.0,3
0.0,1
0.0,4
0.0,4
0.0,4
0.0,0
0.0,5
0.0,2
0.0,1
0.0,2
0.0,3
0.0,4
0.0,3
0.0,1
0.0,0
0.0,4
0.0,4
0.0,2
0.0,0
0.0,0
0.0,3
0.0,0
0.0,5
0.0,3
0.0,0
0.0,3
0.0,1
0.0,3
0.0,4
0.0,2
0.0,0
0.0,2
0.0,3
0.0,5
0.0,1
0.0,1
0.0,1
0.0,3
0.0,0
0.0,4
0.0,3
0.0,5
0.0,4
0.0,0
0.0,4
0.0,4
0.0,5
0.0,4
0.0,0
0.0,2
0.0,4
0.0,1
0.0,5
0.0,2
0.0,2
0.0,4
0.0,5
0.0,2
0.0,5
0.0,5
0.0,5
0.0,4
0.0,4
0.0,0
0.0,0
0.0,3
0.0,0
0.0,3
0.0,0
0.11504314688336939,1
0.0941444428869158,5
0.11167137470491152,5
0.0,2
0.0,5
0.0,3
0.0,2
0.0,2
0.0,1
0.0,5
0.0,3
0.0,1
0.0,0
0.0,4
0.0,2
0.0,2
0.0,3
0.0,1
0.0,5
0.09311348442600931,1
0.0,1
0.0,5
0.0,4
0.0,5
0.0,2
0.0,1
0.0,0
0.0,4
0.0,2
0.0,5
0.0,4
0.0,5
0.0,2
0.0,0
0.0,0
0.0,4
0.0,0
0.0,2
0.0,5
0.06167631149835793,1
0.0,1
0.0,4
0.0,5
0.0,2
0.0,0
0.0,0
0.0,0
0.0,3
0.0,4
0.0,3
0.0,3
0.0,2
0.0,1
0.0,0
0.0,2
0.0,5
0.0,3
0.0,4
0.0,1
0.0,4
0.0,1
0.0,0
0.0,2
0.0,4
0.0,0
0.0,1
0.0,5
0.0,5
0.0,2
0.0,5
0.0,4
0.0,3
0.0,1
0.0,4
0.0,2
0.0,4
0.0,1
0.0,2
0.0,1
0.0,2
0.0,5
0.0,2
0.0,0
0.0,4
0.0,2
0.0,5
0.0,1
0.0,2
0.0,2
0.0,1
0.0,5
0.0,2
0.0,1
0.0,3
0.0,4
0.0,3
0.0,5
0.0,3
0.0,3
0.0,5
0.0,4
0.0,5
0.0,2
0.0,5
0.0,4
0.0,3
0.0,4
0.0,1
0.0,3
0.0,3
0.0,1
0.0,1
0.0,4
0.0,0
0.0,5
0.09805504011252011,1
0.0,1
0.0,1
0.0,2
0.0,4
0.0,2
0.0,2
0.0,4
0.0,4
0.0,1
0.0,2
0.0,1
0.0,1
0.0,3
0.0,1
0.0,3
0.0,2
0.0,5
0.0,4
0.0,0
0.0,3
0.0,0
0.0,5
0.0,0
0.0,4
0.0,5
0.0,2
0.0,2
0.0,2
0.0,2
0.0,1
0.0,4
0.0,4
0.0,0
0.0,0
0.0,2
0.0,4
0.0,2
0.0,1
0.0,5
0.0,0
0.0,3
0.0,4
0.0,3
0.0,2
0.0,3
0.0,3
0.0,5
0.0,1
0.0,3
0.0,1
0.0,4
0.0,4
0.0,3
0.0,1
0.0,2
0.0,1
0.0,4
0.0,3
0.0,2
0.0,3
0.0,4
0.0,5
0.0,1
0.0,0
0.0,3
0.0,5
0.0,2
0.0,3
0.0,5
0.0,3
0.0,1
0.0,4
0.0,3
0.0,1
0.0,4
0.0,0
0.0,5
0.0,4
0.0,5
0.0,3
0.0,3
0.0,3
0.0,2
0.0,3
0.0,3
0.0,3
0.0,0
0.0,4
0.0,5
0.0,5
0.0,3
0.0,4
0.0,3
0.0,2
0.0,4
0.0,0
0.0,2
0.0,3
0.0,1
0.0,4
0.0,4
0.0,3
0.0,4
0.0,4
0.0,0
0.0,5
0.0,3
0.0,0
0.0,0
0.0,4
0.0,1
0.0,4
0.0,2
0.0,2
0.0,0
0.0,3
0.0,5
0.0,3
0.0,1
0.0,3
0.0,3
0.0,0
0.0,2
0.0,4
0.0,5
0.0,2
0.0,2
0.0,3
0.0,5
0.0,0
0.0,4
0.0,3
0.0,4
0.0,4
0.0,3
0.0,1
0.0,4
0.0,1
0.0,1
0.0,5
0.0,5
0.0,0
0.0,2
0.0,1
0.0,0
0.0,3
0.0,1
0.0,1
0.0,0
0.0,2
0.0,0
0.0,3
0.0,3
0.0,2
0.0,5
0.0,1
0.0,2
0.0,4
0.0,3
0.0,4
0.0,4
0.0,3
0.0,2
0.0,3
0.0,0
0.0,1
0.0,2
0.0,0
0.0,2
0.0,0
0.0,2
0.0,1
0.0,4
0.0,2
0.0,5
0.0,4
0.0,1
0.0,4
0.0,3
0.0,3
0.0,1
0.0,2
0.0,1
0.0,4
0.0,2
0.0,2
0.0,2
0.0,5
0.09087260437805537,1
0.0,0
0.0,4
0.0,5
0.0,4
0.0,1
0.0,1
0.0,5
0.0,5
0.0,1
0.0,1
0.0,0
0.0,1
0.0,3
0.0,1
0.0,2
0.0,0
0.0,0
0.0,3
0.0,3
0.0,3
0.0,5
0.0,1
0.0,3
0.0,2
0.0,0
0.0,3
0.0,1
0.0,2
0.0,0
0.0,3
0.0,0
0.0,3
0.0,0
0.0,4
0.0,4
0.0,4
0.0,3
0.0,1
0.0,0
0.0,4
0.0,5
0.0,2
0.0,1
0.0,0
0.0,2
0.0,3
0.0,0
0.0,1
0.0,3
0.0,3
0.0,5
0.0,2
0.0,3
0.0,5
0.0,2
0.0,3
0.0,3
0.0,1
0.0,2
0.0,5
0.0,0
0.0,1
0.0,4
0.0,1
0.0,3
0.0,2
0.0,1
0.0,4
0.0,4
0.0,2
0.0,1
0.0,3
0.0,4
0.0,0
0.0,3
0.0,5
0.0,2
0.0,2
0.0,1
0.0,3
0.0,2
0.0,0
0.0,2
0.0,1
0.0,1
0.0,1
0.0,5
0.0,0
0.0,1
0.0,0
0.0,4
0.0,2
0.0,4
0.0,0
0.0,2
0.0,3
0.0,4
0.0,3
0.07715310606527741,3
0.0,4
0.0,1
0.0,4
0.0,4
0.0,1
0.0,3
0.0,0
0.0,0
0.0,1
0.0,1
0.0,2
0.0,4
0.0,3
0.0,1
0.0,2
0.0,4
0.0,0
0.0,4
0.0,3
0.0,0
0.0,2
0.0,2
0.0,3
0.0,3
0.0,1
0.0,0
0.0,3
0.0,5
0.0,4
0.0,1
0.0,3
0.0,4
0.0,5
0.0,3
0.0,0
0.0,3
0.0,4
0.0,0
0.0,3
0.0,4
0.0,5
0.0,3
0.0,3
0.0,4
0.0,2
0.0,3
0.0,0
0.0,2
0.0,4
0.0,2
0.0,1
0.0,0
0.0,0
0.0,0
0.0,1
0.0,4
0.0,4
0.0,2
0.0,4
0.0,5
0.0,3
0.0,5
0.0,5
0.0,2
0.0,2
0.0,2
0.0,1
0.0,5
0.0,3
0.0,2
0.0,5
0.0,0
0.0,1
0.0,4
0.0,3
0.0,3
0.0,5
0.0,5
0.0,5
0.0,4
0.0,1
0.0,4
0.0,3
0.0,3
0.0,5
0.0,0
0.0,0
0.0,0
0.0,5
0.08091395101423027,3
0.0,5
0.0,5
0.0,2
0.0,2
0.0,0
0.0,4
0.0,0
0.0,5
0.0,2
0.0,3
0.0,3
0.0,5
0.0,5
0.0,5
0.0,2
0.0,2
0.0,4
0.0,2
0.0,3
0.0,0
0.0,3
0.0,4
0.0,4
0.0,1
0.0,4
0.0,1
0.0,1
0.0,5
0.0,4
0.0,3
0.0,5
0.0,0
0.0,5
0.0,2
0.0,4
0.0,4
0.0,4
0.0,5
0.0,1
0.0,3
0.0,4
0.05569062017303956,3
0.0,1
0.0,1
0.0,3
0.0,4
0.0,3
0.0,4
0.0,5
0.0,0
0.09592027815272024,5
0.0,2
0.0,2
0.0,3
0.0,0
0.0,0
0.0,5
0.0,1
0.0,3
0.0,3
0.0,4
0.0,5
0.0,3
0.0,1
0.0,1
0.0,4
0.0,1
0.0,3
0.0,0
0.0,1
0.0,1
0.0,1
0.0,2
0.0,5
0.0,0
0.0,0
0.0,4
0.0,5
0.0,0
0.0,4
0.0,1
0.0,2
0.0,1
0.0,1
0.0,2
0.0,3
0.0,3
0.0,2
0.0,2
0.0,2
0.0,1
0.0,4
0.0,0
0.0,2
0.0,4
0.0,3
0.0,1
0.0,4
0.0,5
0.0,2
0.0,0
0.0,2
0.0,3
0.0,2
0.0,2
0.0,2
0.0,4
0.0,5
0.0,2
0.0,1
0.0,2
0.0,3
0.0,0
0.0,3
0.0,0
0.0,0
0.0,0
0.0,3
0.0,4
0.0,4
0.0,3
0.0,1
0.0,4
0.0,2
0.0,2
0.0,0
0.0,2
0.0,1
0.0,4
0.0,2
0.0,4
0.0,1
0.0,0
0.0,1
0.0,2
0.0,1
0.0,1
0.0,2
0.0,1
0.0,3
0.0,5
0.0,4
0.0,4
0.0,5
0.0,4
0.0,5
0.0,0
0.0,2
0.0,5
0.0,2
0.0,4
0.0,2
0.0,5
0.0,2
0.0,3
0.0,1
0.0,2
0.0,4
0.0,0
0.0,1
0.0,0
0.0,3
0.0,5
0.0,0
0.0,3
0.0,3
0.0,0
0.0,5
0.0,0
0.0,0
0.0,1
0.0,2
0.0,1
0.0,2
0.0,0
0.0,5
0.0,4
0.0,4
0.0,1
0.0,0
0.08524735924461384,3
0.0,4
0.0,0
0.0,1
0.0,4
0.0,1
0.0,2
0.0,4
0.0,4
0.0,1
0.0,2
0.0,1
0.0,4
0.0,5
0.0,0
0.0,5
0.0,0
0.10449817736229378,5
0.0,3
0.0,4
0.0,5
0.0,5
0.0,1
0.0,5
0.0,1
0.0,2
0.0,4
0.0,0
0.0,0
0.0,3
0.0,1
0.0,0
0.0,1
0.0,3
0.0,1
0.0,2
0.0,0
0.0,5
0.0,3
0.0,1
0.0,4
0.0,5
0.0,1
0.0,1
0.0,0
0.0,5
0.0,5
0.0,0
0.0,0
0.0,4
0.0,1
0.0,2
0.0,3
0.0,1
0.0,1
0.0,1
0.0,4
0.0,4
0.0,4
0.0,5
0.0,3
0.0,1
0.0,0
0.0,0
0.0,4
0.0,3
0.0,1
0.0,0
0.0,3
0.0,1
0.0,2
0.0,4
0.0,3
0.0,1
0.0,4
0.0,2
0.0,1
0.0,3
0.0,5
0.0,1
0.0,2
0.0,3
0.0,2
0.0,3
0.05957223922584233,3
0.0,1
0.0,1
0.0,2
0.0,3
0.058865538178278456,1
0.0,5
0.0,0
0.0,0
0.0,3
0.0,5
0.0,2
0.0,1
0.0,0
0.0,5
0.0,4
0.0,4
0.0,1
0.0,5
0.0,3
0.0,3
0.0,3
0.0,1
0.0,2
0.0,4
0.0,3
0.0,0
0.0,2
0.0,2
0.0,0
0.0,5
0.0,4
0.0,5
0.0,4
0.0,3
0.0,0
0.0,4
0.0,1
0.0,3
0.0,3
0.0,4
0.0,1
0.0,0
0.0,3
0.0,3
0.0,4
0.0,2
0.0,4
0.0,3
0.0,1
0.0,3
0.0,5
0.0,2
0.0,4
0.0,2
0.0,0
0.0,0
0.0,3
0.0,4
0.0,0
0.0,4
0.0,5
0.09131462598632435,1
0.0,3
0.0,3
0.0,4
0.0,1
0.0,5
0.0,0
0.0,0
0.0,4
0.0,4
0.0,0
0.0,3
0.0,4
0.0,5
0.0,4
0.0,5
0.0,0
0.0,1
0.0,5
0.0,4
0.0,0
0.0,0
0.0,1
0.0,0
0.0,0
0.0,5
0.0,2
0.0,0
0.0,3
0.0,4
0.0,5
0.0,2
0.0,5
0.0,1
0.0,0
0.0,5
0.0,0
0.0,3
0.0,0
0.0,1
0.0,1
0.0,0
0.0,1
0.0,4
0.0,1
0.0,5
0.0,2
0.0,1
0.0,5
0.0,4
0.0,1
0.0,4
0.0,1
0.0,1
0.0,3
0.0,1
0.0,2
0.06532492980740352,3
0.0,5
0.0,0
0.0,2
0.0,5
0.0,2
0.0,2
0.0,5
0.0,1
0.0,5
0.0,3
0.0,2
0.0,0
0.0,3
0.0,4
0.0,3
0.0,4
0.0,1
0.0,3
0.0,3
0.0,5
0.0,4
0.0,4
0.0,4
0.0,5
0.0,3
0.0,4
0.0,0
0.0,4
0.0,1
0.0,1
0.0,2
0.0,4
0.0,1
0.0,5
0.0,1
0.0,5
0.0,0
0.0,2
0.0,3
0.0,1
0.0,1
0.0,1
0.0,5
0.0,1
0.0,1
0.0,1
0.0,4
0.08916825468536609,5
0.0,1
0.0,5
0.0,0
0.0,1
0.0,2
0.0,4
0.0,3
0.0,4
0.0,1
0.0,0
0.0,2
0.0,0
0.0,1
0.0,4
0.0,3
0.0,2
0.0,2
0.0,2
0.0,2
0.0,2
0.0,3
0.0,1
0.0,5
0.0,5
0.0,1
0.0,3
0.0,5
0.0,1
0.0,3
0.0,2
0.0,5
0.0,0
0.0,0
0.0,1
0.0,2
0.0,5
0.0,1
0.0,4
0.0,4
0.0,2
0.0,4
0.0,5
0.10395815835719137,3
0.0,4
0.0,2
0.0,2
0.0,4
0.0,0
0.0,1
0.0,2
0.0,2
0.0,2
0.0,1
0.0,1
0.0,1
0.0,0
0.0,3
0.0,5
0.0,3
0.0,2
0.0,3
0.0,4
0.0,4
0.0,1
0.0,5
0.0,0
0.0,0
0.0,0
0.0,0
0.0,4
0.0,5
0.0,5
0.0,4
0.0,3
0.0,5
0.0,0
0.0,1
0.0,4
0.0,5
0.0,4
0.0,2
0.0,3
0.0,0
0.0,3
0.0,1
0.0,5
0.0,1
0.0,4
0.0,4
0.0,2
0.10039848110734594,3
0.0,5
0.0,5
0.0,5
0.0,3
0.0,4
0.0,1
0.0,4
0.0,0
0.0,0
0.0,5
0.0,0
0.0,2
0.0,4
0.0,4
0.0,3
0.0,4
0.0,3
0.0,4
0.0,0
0.0,2
0.0,2
0.0,4
0.0,2
0.0,5
0.0,3
0.0,2
0.0,4
0.0,0
0.0,2
0.0,1
0.0,5
0.0,5
0.0,1
0.0,5
0.0,5
0.0,0
0.0,2
0.0,2
0.0,2
0.0,4
0.0,1
0.0,3
0.0,3
0.0,3
0.0,2
0.0,5
0.0,2
0.0,0
0.0,5
0.0,4
0.0,1
0.0,2
0.0,2
0.0,5
0.0,2
0.0,2
0.0,5
0.0,2
0.0,2
0.0,0
0.0,1
0.0,5
0.0,3
0.0,1
0.0,5
0.0,0
0.0,1
0.0,1
0.0,1
0.0,1
0.0,4
0.0,2
0.0,2
0.0,4
0.0,2
0.0,0
0.0,2
0.0,5
0.0,0
0.0,3
0.0,1
0.0596827154568174,3
0.0,1
0.0,3
0.0,1
0.0,3
0.0,1
0.0,1
0.0,5
0.0,2
0.0,1
0.0,3
0.0,1
0.0,1
0.0,2
0.0,1
0.0,3
0.0,1
0.0,1
0.0,5
0.0,2
0.0,4
0.0,2
0.0,3
0.0,4
0.0,5
0.0,4
0.0,4
0.0,2
0.0,3
0.0,0
0.0,4
0.0,3
0.0,5
0.0,5
0.0,5
0.0,2
0.0,2
0.0,0
0.0,4
0.0,4
0.0,4
0.0,0
0.0,1
0.0,0
0.0,4
0.0,2
0.0,4
0.0,2
0.0,2
0.0,1
0.0,5
0.0,1
0.0,4
0.0,5
0.0,3
0.0,1
0.0,2
0.0,5
0.0,4
0.0,4
0.0,3
0.0,1
0.0,1
0.0,3
0.0,1
0.0,0
0.0,1
0.0,5
0.0,2
0.0,1
0.0,4
0.0,5
0.0,0
0.0,1
0.0,1
0.0,4
0.0,3
0.0,3
0.0,3
0.0,4
0.0,4
0.0,5
0.0,3
0.0,3
0.0,3
0.0,4
0.0,3
0.0,4
0.0,2
0.0,3
0.0,4
0.0,3
0.0,1
0.0,2
0.0,5
0.0,4
0.0,3
0.0,0
0.0,2
0.0,3
0.0,2
0.0,5
0.0,5
0.0,4
0.0,3
0.0,4
0.0,1
0.0,4
0.0,0
0.0,0
0.0,0
0.0,4
0.0,5
0.0,0
0.10038271949359735,1
0.0,4
0.0,5
0.0,4
0.0,4
0.0,1
0.0,0
0.0,0
0.0,4
0.0,4
0.0,2
0.0,0
0.0,4
0.0,4
0.0,2
0.0,5
0.0,0
0.0,2
0.0,3
0.0,0
0.0,3
0.0,0
0.0,3
0.0,4
0.0,1
0.0,3
0.0,1
0.0,0
0.0,4
0.0,3
0.0,5
0.0,0
0.0,4
0.0,1
0.0,3
0.0,3
0.0,0
0.0,4
0.0,5
0.0,5
0.07046253999340414,3
0.0,3
0.0,1
0.0,1
0.0,0
0.0,5
0.0,1
0.0,5
0.0,2
0.0,0
0.0,0
0.0,4
0.0,3
0.0,1
0.0,1
0.0,2
0.0,3
0.0,2
0.0,5
0.0,3
0.0,0
0.053673058303197234,3
0.0,1
0.0,2
0.0,4
0.0,4
0.0,5
0.0,3
0.0,0
0.06519818879262179,3
0.0,4
0.0,5
0.0,3
0.0,3
0.0,5
0.0,4
0.0,3
0.0,5
0.0,3
0.0,2
0.0,3
0.0,4
0.0,1
0.0,2
0.0,2
0.08220240071106401,3
0.0,4
0.0,5
0.0,3
0.0,2
0.0,5
0.0,4
0.0,3
0.0,5
0.0,0
0.0,5
0.0,2
0.0,2
0.0,2
0.0,1
0.0,5
0.0,1
0.0,2
0.0,0
0.0,0
0.0,1
0.0,3
0.0,0
0.0,1
0.0,0
0.0,4
0.0,1
0.0,1
0.0,2
0.0,4
0.0,4
0.0,0
0.0,5
0.0,3
0.0,4
0.0,0
0.0,4
0.0,1
0.0,5
0.04164024962869133,0
0.0,2
0.0,0
0.0,5
0.0,4
0.0,2
0.0,0
0.0,5
0.0,0
0.0,0
0.0,1
0.0,4
0.0,0
0.0,1
0.0,1
0.0,5
0.0,1
0.0,0
0.0,5
